1,1,1,2057,738
1,1,2,254,0
1,1,5,36,0
1,2,1,3750,1125
1,2,2,1418,0
1,2,5,513,0
1,3,1,2972,735
1,3,2,1828,32
1,3,5,8,0
1,4,1,156,6
1,4,2,47,0
1,4,5,14,0
2,1,1,3379,1749
2,1,2,880,0
2,1,4,423,4
2,1,5,0,2
2,1,6,4,0
2,2,1,8432,2885
2,2,2,5299,1
2,2,4,1092,20
2,2,5,72,9
2,2,6,0,35
2,3,1,6259,1863
2,3,2,4207,6
2,3,3,25,0
2,3,4,287,13
2,3,5,55,0
2,3,6,0,18
2,4,1,224,12
2,4,2,121,0
2,4,4,32,0
2,4,5,6,0
2,4,6,84,0
2,4,7,0,6
3,1,1,941,424
3,1,2,125,0
3,1,4,1,5
3,1,5,3,0
3,1,6,7,0
3,2,1,1875,574
3,2,2,546,0
3,2,3,1,0
3,2,4,95,0
3,2,5,135,0
3,2,6,29,0
3,3,1,1232,400
3,3,2,469,0
3,3,3,10,0
3,3,4,9,0
3,3,5,2,0
3,3,6,118,0
3,4,1,58,0
3,4,2,31,0
3,4,6,12,0
3,4,7,4,0
4,1,1,1741,419
4,1,2,5,0
4,1,6,4,0
4,2,1,3191,627
4,2,2,850,0
4,2,3,18,0
4,2,4,235,0
4,2,5,19,0
4,2,6,2,0
4,3,1,1922,552
4,3,2,555,11
4,3,3,42,0
4,3,6,18,0
4,4,1,106,0
4,4,2,18,0
4,4,5,26,0
4,4,6,8,0
4,4,7,15,0
5,1,1,3250,1989
5,1,2,529,1
5,1,4,104,0
5,1,6,1,0
5,2,1,10111,2802
5,2,2,3188,0
5,2,5,1,0
5,3,1,6798,2061
5,3,2,3138,0
5,3,3,25,0
5,3,4,54,0
5,4,1,289,6
5,4,2,59,0
5,4,6,16,8
6,1,1,1343,310
6,1,2,105,0
6,1,4,94,0
6,2,1,1852,468
6,2,2,1138,9
6,2,3,65,0
6,2,4,726,0
6,2,5,247,0
6,3,1,1570,302
6,3,2,973,0
6,3,3,109,0
6,3,4,68,0
6,3,6,52,0
6,4,1,87,0
