1,1,1,1,393,98,20
1,1,2,1,573,57,3
1,1,3,1,287,16,1
1,1,4,1,18,0,0
1,2,1,1,131,7,0
1,2,2,1,93,3,0
1,2,3,1,53,2,0
1,2,4,1,1,0,0
2,1,1,1,204,731,26
2,1,2,1,291,1059,16
2,1,3,1,117,342,7
2,1,4,1,9,38,0
2,2,1,1,135,308,2
2,2,2,1,113,200,0
2,2,3,1,70,102,0
2,2,4,1,1,2,0
3,1,1,1,199,122,8
3,1,2,1,248,126,3
3,1,3,1,122,17,0
3,1,4,1,12,1,0
3,2,1,1,71,18,1
3,2,2,1,52,10,0
3,2,3,1,32,5,0
3,2,4,1,0,0,0
4,1,1,1,262,369,25
4,1,2,1,409,324,8
4,1,3,1,207,68,6
4,1,4,1,15,0,2
4,2,1,1,43,27,4
4,2,2,1,36,18,4
4,2,3,1,34,10,1
4,2,4,1,0,0,0
5,1,1,1,789,540,29
5,1,2,1,1023,579,7
5,1,3,1,335,83,1
5,1,4,1,36,19,0
5,2,1,1,210,176,2
5,2,2,1,144,80,2
5,2,3,1,113,41,2
5,2,4,1,0,2,0
6,1,1,1,246,78,16
6,1,2,1,370,88,0
6,1,3,1,129,16,1
6,1,4,1,9,2,0
6,2,1,1,45,17,0
6,2,2,1,31,10,0
6,2,3,1,17,7,0
6,2,4,1,0,0,0
7,1,1,1,662,2911,529
7,1,2,1,633,2570,309
7,1,3,1,267,440,35
7,1,4,1,17,5,0
7,2,1,1,132,47,1
7,2,2,1,108,37,1
7,2,3,1,64,22,0
7,2,4,1,0,0,0
8,1,1,1,262,1638,117
8,1,2,1,408,2037,75
8,1,3,1,176,600,22
8,1,4,1,8,33,2
8,2,1,1,106,184,4
8,2,2,1,88,139,4
8,2,3,1,56,55,2
8,2,4,1,1,0,0
9,1,1,1,940,168,10
9,1,2,1,1890,216,7
9,1,3,1,827,70,9
9,1,4,1,62,14,7
9,2,1,1,1763,437,8
9,2,2,1,1027,162,4
9,2,3,1,468,44,2
9,2,4,1,5,1,0
10,1,1,1,708,759,93
10,1,2,1,1150,1174,65
10,1,3,1,542,315,13
10,1,4,1,23,7,0
10,2,1,1,113,28,1
10,2,2,1,60,12,0
10,2,3,1,46,5,0
10,2,4,1,0,0,0
11,1,1,1,1934,1708,94
11,1,2,1,2802,1433,24
11,1,3,1,1124,360,10
11,1,4,1,38,10,2
11,2,1,1,586,133,0
11,2,2,1,345,42,0
11,2,3,1,234,22,0
11,2,4,1,0,0,0
12,1,1,1,1261,2101,161
12,1,2,1,1606,2374,117
12,1,3,1,815,816,63
12,1,4,1,31,18,3
12,2,1,1,96,50,0
12,2,2,1,84,35,0
12,2,3,1,61,15,0
12,2,4,1,0,0,0
13,1,1,1,1056,1644,247
13,1,2,1,1548,1387,64
13,1,3,1,828,271,20
13,1,4,1,19,8,1
13,2,1,1,231,98,0
13,2,2,1,181,60,0
13,2,3,1,98,27,0
13,2,4,1,0,0,0
14,1,1,1,2618,1362,139
14,1,2,1,3612,1633,42
14,1,3,1,1410,239,36
14,1,4,1,111,17,7
14,2,1,1,912,243,7
14,2,2,1,526,61,2
14,2,3,1,284,38,4
14,2,4,1,17,1,0
15,1,1,1,3591,1752,87
15,1,2,1,5118,1469,32
15,1,3,1,2554,617,15
15,1,4,1,120,37,1
15,2,1,1,1856,682,8
15,2,2,1,952,196,0
15,2,3,1,479,75,1
15,2,4,1,0,0,0
16,1,1,1,606,1138,118
16,1,2,1,698,948,57
16,1,3,1,396,242,24
16,1,4,1,18,8,1
16,2,1,1,318,94,0
16,2,2,1,290,72,1
16,2,3,1,143,31,0
16,2,4,1,0,0,0
17,1,1,1,628,88,10
17,1,2,1,759,74,3
17,1,3,1,310,15,3
17,1,4,1,18,2,1
17,2,1,1,389,79,2
17,2,2,1,272,50,1
17,2,3,1,132,26,1
17,2,4,1,3,1,0
18,1,1,1,534,434,56
18,1,2,1,727,344,43
18,1,3,1,428,94,6
18,1,4,1,13,1,1
18,2,1,1,76,15,0
18,2,2,1,52,7,0
18,2,3,1,33,2,0
18,2,4,1,0,0,0
19,1,1,1,365,1685,91
19,1,2,1,526,1913,33
19,1,3,1,317,506,6
19,1,4,1,9,61,0
19,2,1,1,95,595,3
19,2,2,1,80,255,3
19,2,3,1,68,143,0
19,2,4,1,1,5,0
20,1,1,1,676,2033,127
20,1,2,1,935,2218,91
20,1,3,1,502,747,33
20,1,4,1,3,4,0
20,2,1,1,125,46,0
20,2,2,1,102,28,0
20,2,3,1,62,18,0
20,2,4,1,0,0,0
21,1,1,1,1907,2056,80
21,1,2,1,2410,1698,35
21,1,3,1,1358,538,6
21,1,4,1,47,4,0
21,2,1,1,731,171,1
21,2,2,1,440,58,1
21,2,3,1,235,25,0
21,2,4,1,4,0,0
22,1,1,1,471,653,71
22,1,2,1,677,576,32
22,1,3,1,292,113,1
22,1,4,1,18,2,0
22,2,1,1,206,122,0
22,2,2,1,130,64,0
22,2,3,1,83,27,0
22,2,4,1,1,0,0
23,1,1,1,369,179,21
23,1,2,1,524,182,11
23,1,3,1,263,67,5
23,1,4,1,19,2,0
23,2,1,1,137,14,0
23,2,2,1,116,20,0
23,2,3,1,62,5,0
23,2,4,1,0,0,0
24,1,1,1,1374,1385,90
24,1,2,1,1851,1241,65
24,1,3,1,980,564,10
24,1,4,1,39,7,1
24,2,1,1,251,62,0
24,2,2,1,168,35,0
24,2,3,1,104,20,0
24,2,4,1,4,0,0
25,1,1,1,443,1628,102
25,1,2,1,732,1707,49
25,1,3,1,362,447,14
25,1,4,1,18,28,3
25,2,1,1,77,116,0
25,2,2,1,75,91,1
25,2,3,1,55,48,0
25,2,4,1,0,0,0
26,1,1,1,508,732,76
26,1,2,1,859,775,27
26,1,3,1,320,273,10
26,1,4,1,33,32,2
26,2,1,1,120,167,0
26,2,2,1,98,106,0
26,2,3,1,62,48,0
26,2,4,1,0,3,0
27,1,1,1,617,1166,113
27,1,2,1,706,1221,54
27,1,3,1,319,335,22
27,1,4,1,17,7,0
27,2,1,1,72,56,0
27,2,2,1,62,38,0
27,2,3,1,47,25,0
27,2,4,1,0,0,0
28,1,1,1,387,1292,151
28,1,2,1,713,1412,61
28,1,3,1,289,310,11
28,1,4,1,16,44,2
28,2,1,1,137,370,7
28,2,2,1,92,191,5
28,2,3,1,48,97,4
28,2,4,1,0,0,0
29,1,1,1,496,171,18
29,1,2,1,566,98,6
29,1,3,1,284,30,1
29,1,4,1,21,0,0
29,2,1,1,124,54,0
29,2,2,1,98,25,0
29,2,3,1,52,3,0
29,2,4,1,0,0,0
30,1,1,1,2184,4735,307
30,1,2,1,3284,5626,171
30,1,3,1,1402,1599,42
30,1,4,1,72,45,1
30,2,1,1,374,233,0
30,2,2,1,259,112,0
30,2,3,1,201,63,1
30,2,4,1,0,0,0
31,1,1,1,473,443,43
31,1,2,1,723,514,25
31,1,3,1,305,218,10
31,1,4,1,40,10,0
31,2,1,1,155,147,3
31,2,2,1,103,66,1
31,2,3,1,76,23,1
31,2,4,1,0,0,0
32,1,1,1,767,850,47
32,1,2,1,983,815,25
32,1,3,1,572,525,8
32,1,4,1,29,9,0
32,2,1,1,49,20,1
32,2,2,1,59,18,1
32,2,3,1,40,10,0
32,2,4,1,1,1,0
1,1,1,2,49,451,11
1,1,2,2,38,593,2
1,1,3,2,25,279,0
1,1,4,2,0,18,0
1,2,1,2,1,137,0
1,2,2,2,1,95,0
1,2,3,2,1,54,0
1,2,4,2,0,1,0
2,1,1,2,112,838,11
2,1,2,2,136,1228,2
2,1,3,2,49,417,0
2,1,4,2,2,45,0
2,2,1,2,6,439,0
2,2,2,2,8,305,0
2,2,3,2,4,168,0
2,2,4,2,0,3,0
3,1,1,2,59,242,28
3,1,2,2,63,298,16
3,1,3,2,25,114,0
3,1,4,2,0,13,0
3,2,1,2,3,87,0
3,2,2,2,1,61,0
3,2,3,2,2,35,0
3,2,4,2,0,0,0
4,1,1,2,117,525,14
4,1,2,2,122,617,2
4,1,3,2,38,241,2
4,1,4,2,0,15,2
4,2,1,2,7,67,0
4,2,2,2,3,55,0
4,2,3,2,4,41,0
4,2,4,2,0,0,0
5,1,1,2,161,1175,22
5,1,2,2,171,1428,10
5,1,3,2,44,374,1
5,1,4,2,1,54,0
5,2,1,2,1,387,0
5,2,2,2,1,225,0
5,2,3,2,3,152,1
5,2,4,2,0,2,0
6,1,1,2,49,274,17
6,1,2,2,67,389,2
6,1,3,2,27,118,1
6,1,4,2,1,10,0
6,2,1,2,1,61,0
6,2,2,2,1,40,0
6,2,3,2,1,23,0
6,2,4,2,0,0,0
7,1,1,2,1690,2079,333
7,1,2,2,1599,1678,235
7,1,3,2,311,393,38
7,1,4,2,1,21,0
7,2,1,2,4,176,0
7,2,2,2,3,143,0
7,2,3,2,2,84,0
7,2,4,2,0,0,0
8,1,1,2,494,1457,66
8,1,2,2,732,1755,33
8,1,3,2,210,577,11
8,1,4,2,2,41,0
8,2,1,2,4,290,0
8,2,2,2,6,225,0
8,2,3,2,5,108,0
8,2,4,2,0,1,0
9,1,1,2,33,1083,2
9,1,2,2,50,2060,3
9,1,3,2,20,877,9
9,1,4,2,5,71,7
9,2,1,2,34,2174,0
9,2,2,2,29,1164,0
9,2,3,2,10,504,0
