1,1,1,1,20766,1015,427,13209,187,1075,149,919,2080,1050,189,835,2,66
1,1,1,2,1299,16,7,859,42,56,6,65,205,59,2,11,0,2
2,1,1,1,50115,2849,444,31518,147,3977,568,3470,4436,2593,341,736,3,270
2,1,1,2,4328,109,13,2908,5,302,24,337,427,213,15,32,1,27
3,1,1,1,12000,605,193,6267,161,814,100,910,1481,635,148,860,9,39
3,1,1,2,630,12,0,364,11,37,5,54,110,25,0,9,0,15
4,1,1,1,16156,770,753,8823,293,957,85,883,1717,950,136,1031,1,27
4,1,1,2,646,6,8,333,63,35,1,45,124,31,1,11,0,2
5,1,1,1,48919,2545,1174,30430,362,3414,544,2677,3981,2329,512,2246,6,317
5,1,1,2,1402,23,13,876,54,96,11,104,157,57,12,41,0,11
6,1,1,1,13208,702,228,8051,14,893,75,825,1218,626,120,746,2,32
6,1,1,2,815,10,10,435,133,36,0,44,102,27,7,18,0,1
7,1,1,1,26664,1010,2369,11565,5183,1560,167,698,1635,885,557,1180,5,134
7,1,1,2,2391,42,94,995,686,95,14,76,202,103,21,72,0,13
8,1,1,1,51094,2694,1984,31743,727,2773,773,2488,4354,2151,403,1690,4,237
8,1,1,2,2989,57,58,1856,281,126,26,130,319,93,10,67,0,9
9,1,1,1,158794,7584,279,89473,0,13701,1125,12214,17118,10780,1226,7636,39,782
9,1,1,2,11554,220,18,7092,0,837,55,1031,1399,692,78,293,4,73
10,1,1,1,35504,1648,2085,19115,523,2956,298,2619,3541,1303,403,1788,3,194
10,1,1,2,2247,39,33,1054,552,142,13,126,256,45,14,35,1,10
11,1,1,1,82461,4068,4628,52060,844,4985,375,3290,6875,3017,601,2472,17,201
11,1,1,2,4498,79,207,2633,353,275,12,206,559,171,18,55,6,10
12,1,1,1,69626,3513,3754,40711,1687,4781,605,3767,4918,3949,853,2642,7,199
12,1,1,2,2842,46,59,1200,238,402,28,122,193,115,24,486,0,19
13,1,1,1,52518,2590,2948,28798,1905,2776,393,2612,4255,3511,560,2960,55,214
13,1,1,2,1863,26,30,890,373,58,6,163,216,78,12,38,2,5
14,1,1,1,115297,6129,3870,72809,1304,6810,647,6783,10853,5322,957,2945,9,424
14,1,1,2,6872,131,133,4447,323,354,22,432,786,257,41,85,0,34
15,1,1,1,208448,12823,5173,139316,1118,13175,3591,11111,11270,8718,1671,6109,88,895
15,1,1,2,9067,248,87,5848,87,651,91,586,1112,426,32,218,1,20
16,1,1,1,32916,1920,1214,19245,1341,1825,266,1661,2590,1561,388,1587,13,171
16,1,1,2,3218,42,47,1239,422,126,12,137,353,79,22,459,3,331
17,1,1,1,29740,1729,641,19283,158,1478,252,1513,2271,1532,231,1147,4,118
17,1,1,2,1665,31,22,1147,0,70,13,101,213,62,7,27,0,5
18,1,1,1,21414,941,1292,12081,376,1271,186,1034,1772,986,241,1653,2,136
18,1,1,2,935,11,26,462,152,31,2,25,82,28,6,124,1,4
19,1,1,1,81696,4371,1375,49715,504,4750,1006,3769,8353,5743,796,2205,107,408
19,1,1,2,2820,61,30,1702,36,140,14,142,460,173,22,75,4,18
20,1,1,1,8586,322,339,3536,2088,781,29,348,600,403,228,82,4,18
20,1,1,2,2186,64,69,1008,252,483,13,113,163,75,44,47,2,12
21,1,1,1,87644,4125,5889,55642,1205,4485,576,3682,5703,3651,1171,3078,17,280
21,1,1,2,2152,47,66,1222,280,100,2,90,260,69,10,43,2,8
