1,1,1,1,4,6
1,1,2,1,856,893
1,1,3,1,9679,9645
1,1,4,1,11727,11332
1,1,16,1,34,26
1,1,15,1,87,69
1,2,17,1,4,4
1,2,5,1,11668,11226
1,2,18,1,11603,11205
1,2,7,1,11823,11290
1,2,8,1,11941,11535
1,2,9,1,11803,11477
1,2,10,1,12246,11829
1,2,19,1,2915,1802
1,2,15,1,140,132
1,3,11,1,10057,10397
1,3,12,1,11433,11473
1,3,13,1,10723,10699
1,3,20,1,2305,1393
1,3,15,1,53,61
1,4,1,1,6,1
1,4,2,1,9,11
1,4,3,1,24,9
1,4,4,1,23,19
1,4,5,1,43,20
1,4,18,1,41,23
1,4,7,1,45,24
1,4,8,1,55,24
1,4,9,1,52,23
1,4,10,1,46,29
1,4,11,1,50,34
1,4,12,1,58,37
1,4,13,1,42,33
1,4,20,1,168,122
1,4,15,1,12,8
2,1,1,1,6,3
2,1,2,1,1327,1520
2,1,3,1,17832,17693
2,1,4,1,25789,25065
2,1,16,1,133,106
2,1,15,1,110,97
2,2,17,1,60,53
2,2,5,1,27606,27054
2,2,18,1,27948,27438
2,2,7,1,27539,26776
2,2,8,1,27904,27066
2,2,9,1,27255,26689
2,2,10,1,28452,27964
2,2,19,1,8018,6021
2,2,15,1,359,284
2,3,11,1,21267,22467
2,3,12,1,27204,26996
2,3,13,1,26238,25873
2,3,20,1,14307,12291
2,3,15,1,211,171
2,4,1,1,21,20
2,4,2,1,32,15
2,4,3,1,56,40
2,4,4,1,60,46
2,4,5,1,90,47
2,4,18,1,107,63
2,4,7,1,126,81
2,4,8,1,117,66
2,4,9,1,98,57
2,4,10,1,114,96
2,4,11,1,95,62
2,4,12,1,115,57
2,4,13,1,87,52
2,4,20,1,377,194
2,4,15,1,79,66
3,1,1,1,1,7
3,1,2,1,557,567
3,1,3,1,4378,4342
3,1,4,1,5530,5470
3,1,16,1,55,46
3,1,15,1,203,184
3,2,17,1,37,33
3,2,5,1,5173,5044
3,2,18,1,5351,5080
3,2,7,1,5111,4973
3,2,8,1,5338,5134
3,2,9,1,5523,5202
3,2,10,1,5389,5241
3,2,19,1,1799,1215
3,2,15,1,521,465
3,3,11,1,4350,4569
3,3,12,1,5166,5145
3,3,13,1,5272,5224
3,3,20,1,2544,1862
3,3,15,1,205,168
3,4,1,1,14,14
3,4,2,1,26,16
3,4,3,1,25,10
3,4,4,1,24,10
3,4,5,1,28,12
3,4,18,1,26,10
3,4,7,1,15,10
3,4,8,1,25,18
3,4,9,1,19,10
3,4,10,1,17,12
3,4,11,1,17,13
3,4,12,1,23,12
3,4,13,1,23,8
3,4,20,1,67,69
3,4,15,1,35,37
4,1,1,1,3,4
4,1,2,1,1730,1755
4,1,3,1,6734,6545
4,1,4,1,7436,7119
4,1,16,1,31,45
4,1,15,1,36,38
