1,1,1,511,489,0,1,2,18,1,475,10,12,7,5,1,1,374
1,1,2,633,621,0,1,0,11,0,596,15,15,4,2,1,0,586
1,1,3,304,302,0,0,0,2,0,276,10,10,4,3,1,0,288
1,1,4,18,18,0,0,0,0,0,18,0,0,0,0,0,0,18
1,2,1,138,138,0,0,0,0,0,120,14,4,0,0,0,0,138
1,2,2,96,96,0,0,0,0,0,82,9,5,0,0,0,0,96
1,2,3,55,55,0,0,0,0,0,44,10,1,0,0,0,0,55
1,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,1,1,961,918,2,5,0,33,3,847,48,32,9,14,7,4,871
2,1,2,1366,1336,2,9,0,18,1,1213,61,55,15,12,8,2,1347
2,1,3,466,453,5,2,1,5,0,403,27,20,2,8,6,0,469
2,1,4,47,47,0,0,0,0,0,47,0,0,0,0,0,0,47
2,2,1,445,440,3,2,0,0,0,433,9,2,0,1,0,0,445
2,2,2,313,308,2,3,0,0,0,291,16,3,0,3,0,0,313
2,2,3,172,171,0,1,0,0,0,159,8,3,0,2,0,0,174
2,2,4,3,2,0,1,0,0,0,2,0,1,0,0,0,0,3
3,1,1,329,244,9,6,2,66,2,238,19,22,29,8,9,4,221
3,1,2,377,296,18,7,3,51,2,273,17,38,33,8,7,1,317
3,1,3,139,122,11,3,1,2,0,113,8,10,3,5,0,0,139
3,1,4,13,13,0,0,0,0,0,12,0,0,0,1,0,0,13
3,2,1,90,89,0,1,0,0,0,86,3,0,0,1,0,0,90
3,2,2,62,62,0,0,0,0,0,58,3,0,0,1,0,0,62
3,2,3,37,37,0,0,0,0,0,32,4,0,0,1,0,0,37
3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,1,656,548,4,3,2,92,7,497,20,48,63,9,12,7,463
4,1,2,741,656,14,0,1,69,1,555,23,70,58,22,13,0,642
4,1,3,281,266,0,0,1,13,1,217,17,29,11,4,3,0,239
4,1,4,17,15,0,0,0,0,2,15,0,0,0,0,0,2,17
4,2,1,74,74,0,0,0,0,0,62,1,8,0,3,0,0,74
4,2,2,58,58,0,0,0,0,0,50,1,5,0,2,0,0,58
4,2,3,45,45,0,0,0,0,0,35,0,9,0,1,0,0,45
4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,1,1358,1233,7,9,0,99,10,1165,38,54,53,13,25,10,1025
5,1,2,1609,1558,16,6,0,23,6,1361,59,92,44,27,19,7,1556
5,1,3,419,399,9,3,1,7,0,331,16,38,18,13,3,0,409
5,1,4,55,55,0,0,0,0,0,54,0,0,0,0,1,0,55
5,2,1,388,385,2,1,0,0,0,367,5,12,0,4,0,0,388
5,2,2,226,226,0,0,0,0,0,209,3,10,0,4,0,0,226
5,2,3,156,154,0,1,0,0,1,141,1,9,0,3,1,1,156
5,2,4,2,2,0,0,0,0,0,1,0,0,0,1,0,0,2
6,1,1,340,313,1,0,0,26,0,298,1,24,6,4,6,1,239
6,1,2,458,444,2,0,0,12,0,413,2,24,7,8,4,0,424
6,1,3,146,144,0,0,0,1,1,134,1,4,1,3,2,1,142
6,1,4,11,11,0,0,0,0,0,11,0,0,0,0,0,0,11
6,2,1,62,62,0,0,0,0,0,61,0,1,0,0,0,0,62
6,2,2,41,41,0,0,0,0,0,41,0,0,0,0,0,0,41
6,2,3,24,24,0,0,0,0,0,23,0,1,0,0,0,0,24
6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,1,4102,2684,38,41,14,1205,120,1738,94,556,886,248,481,99,1446
7,1,2,3512,2315,45,38,7,1014,93,1246,91,535,859,238,469,74,1476
7,1,3,742,617,7,5,2,97,14,354,15,114,121,65,65,8,442
7,1,4,22,21,0,0,1,0,0,20,0,1,0,1,0,0,22
7,2,1,180,179,0,1,0,0,0,158,8,13,0,1,0,0,180
7,2,2,146,145,0,1,0,0,0,123,6,13,0,4,0,0,146
7,2,3,86,85,0,1,0,0,0,67,3,15,0,1,0,0,86
7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,1,2017,1478,24,4,4,481,26,1433,37,190,164,46,133,14,1504
8,1,2,2520,1889,74,5,3,528,21,1711,41,306,240,88,126,8,2222
8,1,3,798,644,36,3,2,108,5,564,9,84,71,26,42,2,702
8,1,4,43,43,0,0,0,0,0,43,0,0,0,0,0,0,43
8,2,1,294,291,0,2,0,1,0,284,4,4,0,1,1,0,294
8,2,2,231,226,0,3,1,1,0,218,4,6,0,2,1,0,231
8,2,3,113,111,0,1,0,1,0,101,1,9,0,2,0,0,113
8,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
9,1,1,1118,1107,2,0,7,0,2,1057,40,4,0,13,2,2,1118
9,1,2,2113,2101,0,0,9,0,3,2017,81,1,0,11,0,3,2113
9,1,3,906,886,0,6,5,0,9,864,31,0,0,2,0,9,906
9,1,4,83,76,0,0,0,0,7,74,2,0,0,0,0,7,83
9,2,1,2208,2204,1,1,2,0,0,2155,43,1,1,8,0,0,2208
9,2,2,1193,1189,1,1,2,0,0,1156,31,0,2,4,0,0,1193
9,2,3,514,513,0,0,1,0,0,503,10,0,0,1,0,0,514
9,2,4,6,6,0,0,0,0,0,6,0,0,0,0,0,0,6
10,1,1,1560,1094,44,12,2,378,30,1036,22,146,204,36,86,30,1076
10,1,2,2389,1659,226,21,5,448,30,1369,26,335,408,104,123,24,1971
10,1,3,870,716,60,4,1,81,8,572,28,115,91,29,27,8,777
10,1,4,30,29,0,0,0,1,0,27,0,0,0,2,1,0,30
10,2,1,142,141,0,0,0,0,1,139,0,0,0,2,0,1,142
10,2,2,72,72,0,0,0,0,0,71,0,0,0,1,0,0,72
10,2,3,51,51,0,0,0,0,0,50,0,1,0,0,0,0,51
10,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,1,3736,3166,3,13,20,500,34,2747,176,436,182,111,53,31,3122
11,1,2,4259,4072,13,13,7,141,13,3189,232,498,170,121,39,10,3937
11,1,3,1494,1442,3,5,4,38,2,1075,104,183,55,59,16,2,1401
11,1,4,50,48,0,0,0,0,2,47,0,1,0,0,0,2,50
11,2,1,719,716,2,1,0,0,0,684,18,16,0,1,0,0,719
11,2,2,387,385,1,1,0,0,0,349,18,17,0,3,0,0,387
11,2,3,256,254,1,1,0,0,0,223,17,15,0,1,0,0,256
11,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,1,3523,2849,19,27,14,580,34,1542,264,399,703,210,365,40,2740
12,1,2,4097,3457,31,23,4,555,27,1664,258,620,828,307,384,36,3476
12,1,3,1694,1473,10,18,8,165,20,661,100,310,302,151,150,20,1413
12,1,4,52,42,0,0,1,6,3,41,5,0,1,1,1,3,52
12,2,1,146,146,0,0,0,0,0,127,8,11,0,0,0,0,146
12,2,2,119,119,0,0,0,0,0,101,7,11,0,0,0,0,119
12,2,3,76,76,0,0,0,0,0,64,7,5,0,0,0,0,76
12,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,1,2947,2404,17,15,13,461,37,2130,113,194,324,48,109,29,1542
13,1,2,2999,2739,21,2,7,220,10,2128,150,265,254,98,92,12,2506
13,1,3,1119,1049,2,1,4,56,7,798,45,110,79,57,24,6,989
13,1,4,28,26,0,0,1,0,1,27,0,0,0,0,0,1,28
13,2,1,329,326,1,2,0,0,0,315,10,2,0,2,0,0,329
13,2,2,241,237,0,2,1,1,0,227,10,1,0,3,0,0,241
13,2,3,125,124,0,1,0,0,0,115,7,2,0,1,0,0,125
13,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,1,4119,3517,6,14,16,526,40,3300,119,263,223,74,104,36,3185
14,1,2,5287,4906,16,11,20,325,9,4131,163,436,228,226,94,9,4933
14,1,3,1685,1562,7,9,11,74,22,1377,41,110,69,41,29,18,1470
14,1,4,135,127,0,0,2,0,6,126,1,2,0,0,0,6,135
14,2,1,1162,1148,3,2,1,2,6,1098,22,30,0,6,0,6,1162
14,2,2,589,582,3,2,0,1,1,545,11,31,0,1,0,1,589
14,2,3,326,322,1,1,0,1,1,290,9,25,0,1,0,1,326
14,2,4,18,18,0,0,0,0,0,17,1,0,0,0,0,0,18
15,1,1,5430,4442,6,17,172,751,42,4232,403,347,210,95,106,37,4798
15,1,2,6619,6075,10,10,107,397,20,5257,539,433,189,108,75,18,6353
15,1,3,3186,2991,1,8,52,128,6,2592,279,167,59,52,34,3,3080
15,1,4,158,140,0,0,7,10,1,137,10,3,1,4,2,1,158
15,2,1,2546,2532,2,3,7,1,1,2422,88,28,0,7,0,1,2546
15,2,2,1148,1143,1,3,1,0,0,1057,63,24,0,4,0,0,1148
15,2,3,555,551,1,2,0,0,1,512,25,17,0,0,0,1,555
15,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,1,1862,1269,7,20,3,532,31,1073,37,213,257,75,181,26,835
16,1,2,1703,1294,22,18,3,348,18,930,33,239,242,106,136,17,1182
16,1,3,662,567,5,2,3,78,7,391,25,91,55,49,44,7,506
16,1,4,27,24,0,0,1,1,1,22,1,3,0,0,0,1,27
16,2,1,412,411,1,0,0,0,0,384,16,12,0,0,0,0,412
16,2,2,363,361,0,1,0,1,0,335,17,10,0,1,0,0,363
16,2,3,174,171,0,3,0,0,0,155,10,8,0,1,0,0,174
16,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,1,726,684,2,1,2,32,5,605,60,27,12,9,8,5,632
