1,1,1,1,19583,19319
1,1,2,1,2444,2306
1,1,5,1,360,346
1,2,1,1,50139,48113
1,2,2,1,17080,15953
1,2,5,1,6924,6434
1,3,1,1,24835,24659
1,3,2,1,9651,9285
1,3,5,1,85,79
1,4,1,1,504,323
1,4,2,1,119,67
1,4,5,1,51,27
2,1,1,1,32884,32724
2,1,2,1,9249,8836
2,1,4,1,3033,2903
2,1,5,1,0,0
2,1,6,1,31,21
2,2,1,1,105264,103331
2,2,2,1,60613,57083
2,2,4,1,8673,8343
2,2,5,1,591,588
2,2,6,1,0,0
2,3,1,1,59152,59932
2,3,2,1,28294,26104
2,3,3,1,81,57
2,3,4,1,1439,1457
2,3,5,1,261,248
2,3,6,1,0,0
2,4,1,1,822,511
2,4,2,1,341,235
2,4,4,1,68,32
2,4,5,1,37,13
2,4,6,1,306,171
2,4,7,1,0,0
3,1,1,1,9082,8971
3,1,2,1,1585,1579
3,1,4,1,2,0
3,1,5,1,33,39
3,1,6,1,22,27
3,2,1,1,23655,22648
3,2,2,1,7654,6947
3,2,3,1,7,3
3,2,4,1,1076,975
3,2,5,1,1537,1516
3,2,6,1,313,298
3,3,1,1,12634,12483
3,3,2,1,3797,3516
3,3,3,1,35,12
3,3,4,1,4,3
3,3,5,1,9,5
3,3,6,1,1058,949
3,4,1,1,230,152
3,4,2,1,118,74
3,4,6,1,28,26
3,4,7,1,8,9
4,1,1,1,15885,15434
4,1,2,1,29,22
4,1,6,1,56,50
4,2,1,1,37063,36060
4,2,2,1,9252,8321
4,2,3,1,80,45
4,2,4,1,2505,2274
4,2,5,1,194,182
4,2,6,1,17,19
4,3,1,1,16902,16634
4,3,2,1,3079,2794
4,3,3,1,158,70
4,3,6,1,99,100
4,4,1,1,349,240
4,4,2,1,33,13
4,4,5,1,63,37
4,4,6,1,31,22
4,4,7,1,26,26
5,1,1,1,41458,41064
5,1,2,1,7109,7075
5,1,4,1,1301,1225
5,2,1,1,123028,120107
5,2,2,1,37515,34269
5,2,5,1,7,12
5,3,1,1,51322,50823
5,3,2,1,16585,15892
5,3,3,1,74,50
5,3,4,1,347,371
5,4,1,1,1305,749
5,4,2,1,212,146
5,4,6,1,86,70
6,1,1,1,10111,9844
6,1,2,1,719,649
6,1,4,1,484,499
6,2,1,1,19375,18821
6,2,2,1,10392,9690
6,2,3,1,220,251
6,2,4,1,6048,5698
6,2,5,1,2007,1920
6,3,1,1,10719,10757
6,3,2,1,4258,4092
6,3,3,1,347,182
6,3,4,1,225,248
6,3,6,1,142,140
6,4,1,1,233,180
6,4,2,1,25,11
7,1,1,1,46928,46250
7,2,1,1,86201,83296
7,2,2,1,3028,2725
7,2,3,1,96,106
7,2,4,1,54,49
7,2,6,1,439,288
7,3,1,1,32430,29765
7,3,2,1,3149,2947
7,3,3,1,99,106
7,3,4,1,104,101
7,3,6,1,89,71
7,4,1,1,396,281
7,4,2,1,14,16
8,1,1,1,52415,52058
8,1,2,1,3384,3380
8,1,4,1,33,29
8,1,5,1,21,26
8,1,6,1,127,147
8,2,1,1,143051,137788
8,2,2,1,38942,36783
8,2,3,1,17,23
8,2,4,1,10268,9929
8,2,5,1,657,606
8,2,6,1,9917,9283
8,2,7,1,0,0
8,3,1,1,69193,68490
8,3,2,1,19495,18923
8,3,3,1,573,417
8,3,4,1,0,0
8,3,6,1,540,481
8,4,1,1,705,466
8,4,2,1,247,190
9,1,1,1,28931,28244
9,1,2,1,18443,18280
9,1,4,1,15726,14579
9,1,5,1,26759,26009
9,1,6,1,101,81
9,1,7,1,7050,6908
9,2,1,1,164927,162149
9,2,2,1,88953,81604
9,2,3,1,481,826
9,2,4,1,38537,37294
9,2,5,1,58319,56719
9,2,6,1,122,126
9,2,7,1,19113,18714
9,3,1,1,112847,112360
9,3,2,1,62773,57654
9,3,3,1,3016,1824
9,3,4,1,7005,7180
9,3,5,1,21955,21591
9,3,6,1,0,0
9,3,7,1,3576,3443
9,4,1,1,690,441
9,4,2,1,220,160
9,4,4,1,3961,2398
9,4,5,1,65,47
10,1,1,1,30993,29985
10,1,2,1,417,392
10,1,3,1,3,2
10,1,4,1,0,0
10,1,6,1,88,79
10,2,1,1,77410,75455
10,2,2,1,14889,13249
10,2,3,1,10,12
10,2,4,1,10136,9779
10,2,5,1,1616,1406
10,2,6,1,1863,1829
10,2,7,1,3,5
10,3,1,1,36057,35831
10,3,2,1,6914,6534
10,3,3,1,46,35
10,3,4,1,20,22
10,3,6,1,819,845
10,4,1,1,731,524
10,4,2,1,17,10
10,4,6,1,29,32
11,1,1,1,96256,93120
11,1,2,1,8839,8315
11,1,4,1,1026,957
11,2,1,1,271894,262888
11,2,2,1,80289,74549
11,2,3,1,492,472
11,2,4,1,303,323
11,2,5,1,762,778
11,2,6,1,590,599
11,3,1,1,116069,114874
11,3,2,1,35548,33444
11,3,3,1,19,17
11,3,4,1,84,94
11,3,6,1,0,0
11,4,1,1,1258,841
11,4,2,1,394,209
12,1,1,1,82039,80168
12,1,2,1,882,811
12,1,4,1,341,336
12,1,5,1,130,99
12,1,6,1,0,0
12,1,7,1,313,253
12,2,1,1,195541,188456
12,2,2,1,22896,21084
12,2,3,1,15,21
12,2,4,1,1615,1578
12,2,5,1,949,1008
12,2,6,1,312,318
12,2,7,1,0,0
12,3,1,1,87903,87244
12,3,2,1,9524,8943
12,3,3,1,350,276
12,3,6,1,104,69
12,4,1,1,596,430
12,4,2,1,19,5
12,4,4,1,46,34
12,4,5,1,160,104
12,4,6,1,26,20
12,4,7,1,177,92
13,1,1,1,48523,47937
13,1,2,1,825,837
13,1,3,1,7,9
13,1,4,1,3575,3474
13,1,7,1,135,132
13,2,1,1,142532,137592
13,2,2,1,14457,13261
13,2,3,1,31,17
13,2,4,1,10876,10687
13,2,5,1,143,148
13,2,6,1,20,28
13,3,1,1,66996,66152
13,3,2,1,10126,9303
13,3,3,1,101,40
13,3,4,1,1145,1033
13,4,1,1,492,308
13,4,2,1,37,23
13,4,5,1,17,10
14,1,1,1,98559,94160
14,1,2,1,28214,27371
14,1,3,1,7,9
14,1,4,1,696,691
14,1,5,1,28,26
14,1,6,1,1182,1106
14,2,1,1,282480,271591
14,2,2,1,140321,129553
14,2,3,1,1648,1321
14,2,4,1,4057,4219
14,2,5,1,547,490
14,2,6,1,400,405
14,2,7,1,121,125
14,3,1,1,122339,123318
14,3,2,1,65782,65592
14,3,3,1,291,245
14,3,5,1,0,0
14,3,6,1,177,113
14,4,1,1,2573,1592
14,4,2,1,1742,1119
15,1,1,1,205225,202862
15,1,2,1,23178,23398
15,1,4,1,5204,5051
15,1,5,1,125,109
15,1,6,1,141,150
15,1,7,1,572,504
15,2,1,1,673801,661339
15,2,2,1,199345,184536
15,2,3,1,84,83
15,2,4,1,28679,28215
15,2,5,1,407,393
15,2,6,1,76,73
15,3,1,1,314083,312194
15,3,2,1,86632,78597
15,3,3,1,242,93
15,3,4,1,5800,5616
15,3,5,1,210,153
15,3,6,1,3058,2979
15,4,1,1,3305,2017
15,4,2,1,672,430
15,4,4,1,167,82
15,4,6,1,797,467
16,1,1,1,27046,26700
16,1,2,1,2183,2232
16,1,4,1,2275,2125
16,1,6,1,406,387
16,1,7,1,221,215
16,2,1,1,62444,60740
16,2,2,1,15383,14307
16,2,3,1,504,466
16,2,4,1,360,360
16,2,6,1,659,666
16,2,7,1,75,62
16,3,1,1,32125,31780
16,3,2,1,6607,6937
16,3,3,1,557,410
16,3,6,1,515,549
16,3,7,1,1812,1859
16,4,1,1,623,496
16,4,2,1,108,45
16,4,6,1,210,154
17,1,1,1,19730,19337
17,1,2,1,2475,2463
17,1,4,1,4036,4006
17,1,6,1,0,0
17,2,1,1,49290,47889
17,2,2,1,21754,19893
17,2,3,1,95,107
17,2,4,1,25850,24868
17,2,5,1,152,157
17,2,6,1,133,90
17,3,1,1,34067,34561
17,3,2,1,11393,10764
17,3,3,1,123,73
17,3,4,1,804,754
17,3,6,1,195,733
17,4,1,1,505,342
18,1,1,1,18868,18680
18,1,2,1,1035,972
18,1,4,1,1002,1046
18,1,5,1,470,456
18,1,7,1,68,44
18,2,1,1,41355,39798
18,2,2,1,10735,9835
18,2,3,1,45,38
18,2,4,1,9822,9557
18,2,5,1,2861,2788
18,2,6,1,4,2
18,2,7,1,206,187
18,3,1,1,26602,27001
18,3,2,1,4046,3572
18,3,3,1,83,95
18,4,1,1,368,254
18,4,2,1,20,9
19,1,1,1,55832,55698
19,1,2,1,21570,20834
19,1,4,1,1471,1400
19,1,5,1,389,378
19,1,6,1,451,453
19,1,7,1,176,175
19,2,1,1,152017,148638
19,2,2,1,79665,73260
19,2,4,1,14585,13633
19,2,5,1,8007,7505
19,2,6,1,881,822
19,2,7,1,77,54
19,3,1,1,78536,79567
19,3,2,1,39336,35968
19,3,3,1,2146,1343
19,3,4,1,999,925
19,3,5,1,136,114
19,3,6,1,422,398
19,3,7,1,147,120
19,4,1,1,1007,568
19,4,2,1,572,351
19,4,4,1,87,48
19,4,6,1,301,159
20,1,1,1,36929,36894
20,1,2,1,79,76
20,1,3,1,9,19
20,1,6,1,100,96
20,2,1,1,92870,88019
20,2,2,1,3251,3116
20,2,3,1,44,37
20,2,4,1,252,201
20,2,5,1,13,14
20,2,6,1,3620,3371
20,3,1,1,39007,38066
20,3,2,1,430,421
20,3,3,1,26,19
20,4,1,1,512,385
20,4,2,1,13,5
21,1,1,1,114689,113249
21,1,2,1,2563,2536
21,1,4,1,266,272
21,1,6,1,2,5
21,2,1,1,343068,332239
21,2,2,1,44951,42160
21,2,3,1,493,506
21,2,6,1,424,326
21,3,1,1,150465,148720
21,3,2,1,5929,5984
21,3,3,1,747,595
21,3,4,1,23,19
21,3,5,1,40,33
21,3,6,1,417,447
21,3,7,1,4223,4353
21,4,1,1,1110,711
21,4,2,1,110,177
21,4,6,1,35,31
22,1,1,1,30665,30321
22,1,2,1,3959,3848
22,1,6,1,0,0
22,2,1,1,79783,76055
22,2,2,1,27771,26049
22,3,1,1,38884,39764
22,3,2,1,10896,10482
22,4,1,1,622,417
22,4,2,1,266,164
22,4,6,1,67,27
23,1,1,1,20434,19932
23,1,2,1,1692,1662
23,1,6,1,39,28
23,2,1,1,46333,45008
23,2,2,1,23847,22654
23,2,4,1,6432,6030
23,2,6,1,315,315
23,3,1,1,23520,23337
23,3,2,1,8689,7962
23,3,6,1,1337,1325
23,4,1,1,345,231
23,4,2,1,217,125
23,4,6,1,121,55
24,1,1,1,54564,54009
24,1,2,1,2929,2752
24,2,1,1,137287,132396
24,2,2,1,24598,22484
24,2,3,1,42,41
24,2,4,1,2319,2266
24,2,5,1,662,649
