1,1,1,1,21628,21233
1,1,3,1,759,738
1,2,1,1,73667,70084
1,2,2,1,185,150
1,2,3,1,291,266
1,3,1,1,14956,14594
1,3,4,1,13195,13362
1,3,5,1,6360,6017
1,3,3,1,60,50
2,1,1,1,43094,42308
2,1,2,1,1623,1710
2,1,3,1,480,466
2,2,1,1,169003,163487
2,2,2,1,5839,5581
2,2,3,1,299,277
2,3,1,1,63111,61785
2,3,4,1,20628,20933
2,3,5,1,5433,5033
2,3,6,1,55,47
3,1,1,1,10229,10177
3,1,2,1,11,8
3,1,3,1,484,431
3,2,1,1,33621,31786
3,2,2,1,420,422
3,2,3,1,201,179
3,3,1,1,8342,8097
3,3,4,1,7329,7200
3,3,5,1,1831,1659
3,3,6,1,35,12
4,1,1,1,12850,12528
4,1,2,1,2325,2177
4,1,3,1,795,801
4,2,1,1,47225,45151
4,2,2,1,1418,1317
4,2,3,1,468,433
4,3,1,1,5926,5917
4,3,4,1,9311,9187
4,3,5,1,4581,4139
4,3,6,1,149,66
4,3,3,1,271,289
5,1,1,1,48499,47974
5,1,2,1,17,9
5,1,3,1,1352,1381
5,2,1,1,160207,154083
5,2,2,1,146,115
5,2,3,1,197,190
5,3,1,1,36771,35688
5,3,4,1,29065,29324
5,3,5,1,2359,2014
5,3,6,1,74,50
5,3,3,1,59,60
6,1,1,1,10862,10553
6,1,3,1,452,439
6,2,1,1,37868,36223
6,2,2,1,79,82
6,2,3,1,95,75
6,3,1,1,10768,10789
6,3,4,1,3164,3153
6,3,5,1,1480,1313
6,3,6,1,272,149
6,3,3,1,7,15
7,1,1,1,26093,25347
7,1,2,1,8415,8497
7,1,3,1,12420,12406
7,2,1,1,54565,52631
7,2,2,1,22796,21827
7,2,3,1,12457,12006
7,3,1,1,9306,8896
7,3,4,1,6353,5889
7,3,5,1,17438,15732
7,3,6,1,119,118
7,3,3,1,2655,2355
8,1,1,1,52297,51755
8,1,2,1,1943,2013
8,1,3,1,1740,1872
8,2,1,1,191635,183908
8,2,2,1,9834,9247
8,2,3,1,1383,1257
8,3,1,1,50169,49505
8,3,4,1,30800,30353
8,3,5,1,7952,7612
8,3,6,1,440,329
8,3,3,1,440,512
9,1,1,1,97010,94101
9,2,1,1,369995,356998
9,2,2,1,457,434
9,3,1,1,133432,131371
9,3,4,1,68359,66264
9,3,5,1,4494,3102
9,3,6,1,4887,3315
10,1,1,1,28871,27817
10,1,2,1,776,803
10,1,3,1,1854,1838
10,2,1,1,100403,96333
10,2,2,1,3689,3561
10,2,3,1,1835,1841
10,3,1,1,18491,18057
10,3,4,1,15668,15979
10,3,5,1,9184,8765
10,3,6,1,65,48
10,3,3,1,448,418
11,1,1,1,103093,99202
11,1,2,1,390,379
11,1,3,1,2638,2811
11,2,1,1,351230,336690
11,2,2,1,1338,1245
11,2,3,1,1762,1674
11,3,1,1,58405,58057
11,3,4,1,31703,30923
11,3,5,1,60852,58611
11,3,6,1,11,16
11,3,3,1,749,822
12,1,1,1,65143,63551
12,1,2,1,15395,15119
12,1,3,1,3167,2997
12,2,1,1,180627,173321
12,2,2,1,36685,35165
12,2,3,1,4016,3979
12,3,1,1,33893,33745
12,3,4,1,36009,35423
12,3,5,1,25542,25015
12,3,6,1,142,129
12,3,3,1,2295,2220
13,1,1,1,38213,37627
13,1,2,1,8211,8098
13,1,3,1,6641,6664
13,2,1,1,145003,139788
13,2,2,1,20653,19739
13,2,3,1,2403,2206
13,3,1,1,30255,30081
13,3,4,1,17026,16877
13,3,5,1,30181,28685
13,3,6,1,33,10
13,3,3,1,873,875
14,1,1,1,124157,119021
14,1,2,1,951,903
14,1,3,1,3578,3439
14,2,1,1,423844,402171
14,2,2,1,4261,4128
14,2,3,1,1469,1405
14,3,1,1,104529,105251
14,3,4,1,63687,64233
14,3,5,1,18959,18340
14,3,6,1,172,167
14,3,3,1,1242,1277
15,1,1,1,225195,222932
15,1,2,1,6337,6310
15,1,3,1,2913,2832
15,2,1,1,890221,862616
15,2,2,1,10395,10158
15,2,3,1,1776,1865
15,3,1,1,265917,261222
15,3,4,1,91301,91121
15,3,5,1,51880,46489
15,3,6,1,203,84
15,3,3,1,724,716
16,1,1,1,27416,27098
16,1,2,1,523,554
16,1,3,1,4192,4007
16,2,1,1,76531,73985
16,2,2,1,785,676
16,2,3,1,2109,1940
16,3,1,1,13353,14035
16,3,4,1,15349,15100
16,3,5,1,11465,11017
16,3,6,1,596,451
16,3,3,1,853,932
17,1,1,1,25051,24636
17,1,2,1,701,687
17,1,3,1,489,483
17,2,1,1,96018,91851
