1,1,1,512,421,91,0,0,0,0,512,510,0,0,2,0,0,479,15,11,1,5,1,0,506
1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,138,117,19,1,0,0,1,137,117,0,1,0,18,1,116,9,5,6,0,0,1,124
1,2,1,681,596,85,0,0,0,0,681,680,0,1,0,0,0,650,13,15,1,2,0,0,679
1,2,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,2,3,47,41,6,0,0,0,0,47,36,0,0,0,11,0,27,11,5,3,0,1,0,44
1,3,1,118,98,20,0,0,0,0,118,118,0,0,0,0,0,106,10,1,1,0,0,0,118
1,3,4,66,54,12,0,0,0,0,66,66,0,0,0,0,0,62,0,4,0,0,0,0,66
1,3,5,159,136,23,0,0,0,0,159,159,0,0,0,0,0,145,5,5,1,3,0,0,159
1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,16,13,3,0,0,0,0,16,14,0,0,0,2,0,7,5,1,2,0,1,0,16
2,1,1,1264,808,449,6,1,0,0,1263,1249,5,4,0,3,2,1197,32,21,0,10,1,2,1242
2,1,2,52,39,10,2,1,0,0,51,46,0,1,0,4,0,34,12,4,0,1,0,0,51
2,1,3,94,67,23,2,0,0,2,92,63,0,2,0,26,1,49,13,9,9,4,6,2,88
2,2,1,1581,1137,434,7,3,0,0,1578,1562,3,9,0,3,1,1447,54,49,12,11,4,1,1553
2,2,2,79,57,14,3,5,0,0,74,68,0,1,0,5,0,48,16,3,1,4,2,0,74
2,2,3,28,11,16,0,0,0,1,27,14,1,2,0,10,0,9,7,6,2,0,2,1,27
2,3,1,463,313,145,0,5,0,0,458,454,0,3,1,0,0,424,15,10,0,8,1,0,450
2,3,4,85,70,15,0,0,0,0,85,83,0,0,0,2,0,78,2,4,0,1,0,0,83
2,3,5,94,69,18,7,0,0,0,94,86,5,0,0,3,0,59,18,9,2,1,5,0,94
2,3,6,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,1,310,194,115,1,0,0,0,310,301,1,3,2,3,0,287,11,6,2,4,0,0,305
3,1,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
3,1,3,110,78,19,11,1,0,1,108,31,8,4,0,63,2,37,10,16,27,5,9,4,88
3,2,1,374,254,117,3,0,0,0,374,349,13,4,3,5,0,321,14,24,7,7,1,0,369
3,2,2,5,1,4,0,0,0,0,5,3,0,2,0,0,0,2,0,2,1,0,0,0,5
3,2,3,60,38,11,11,0,0,0,60,6,5,1,0,46,2,8,6,12,25,2,6,1,49
3,3,1,85,57,28,0,0,0,0,85,84,0,0,0,1,0,76,8,0,0,1,0,0,85
3,3,4,33,29,4,0,0,0,0,33,32,1,0,0,0,0,30,0,2,1,0,0,0,32
3,3,5,57,40,17,0,0,0,0,57,42,10,3,1,1,0,38,4,8,2,5,0,0,56
3,3,6,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,1,418,299,119,0,0,0,0,418,406,0,2,1,4,5,373,5,25,3,5,2,5,412
4,1,2,119,88,30,1,0,0,0,119,109,0,0,1,9,0,83,11,9,8,6,2,0,118
4,1,3,194,173,17,3,0,1,0,193,107,4,1,0,79,2,103,5,22,52,1,8,2,168
4,2,1,648,516,126,6,0,0,0,648,632,6,0,1,9,0,554,16,55,10,13,0,0,648
4,2,2,52,39,13,0,0,0,0,52,51,0,0,0,1,0,22,6,4,6,10,4,0,51
4,2,3,100,85,11,3,0,1,0,99,31,8,0,0,59,1,29,2,16,42,1,9,0,87
4,3,1,70,47,23,0,0,0,0,70,70,0,0,0,0,0,58,0,11,0,1,0,0,70
4,3,4,51,47,4,0,0,0,0,51,51,0,0,0,0,0,36,3,12,0,0,0,0,51
4,3,5,157,124,32,1,0,0,0,157,154,0,0,1,2,0,124,13,12,3,3,2,0,157
4,3,6,6,4,2,0,0,0,0,6,6,0,0,0,0,0,4,0,1,1,0,0,0,6
4,3,3,42,41,1,0,0,0,0,42,30,0,0,0,11,1,30,1,2,7,1,1,0,39
5,1,1,1411,932,475,3,1,0,0,1410,1403,2,1,0,4,0,1348,20,27,6,7,2,0,1387
5,1,2,2,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
5,1,3,342,288,43,4,1,0,6,335,214,7,9,0,95,10,183,23,39,47,10,23,10,311
5,2,1,1779,1329,444,1,4,1,0,1774,1750,15,2,0,4,3,1553,58,90,32,26,12,3,1753
5,2,2,3,0,2,0,1,0,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,2
5,2,3,64,51,5,3,3,0,2,59,32,1,4,0,19,3,16,4,11,12,5,7,4,56
5,3,1,312,219,91,0,1,1,0,310,308,0,1,0,0,1,282,3,17,1,5,1,1,308
5,3,4,149,123,26,0,0,0,0,149,147,0,2,0,0,0,133,3,10,0,3,0,0,149
5,3,5,102,82,20,0,0,0,0,102,89,8,0,0,5,0,52,11,17,15,6,1,0,102
5,3,6,2,2,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,2
5,3,3,13,9,2,1,0,0,1,12,7,1,1,1,2,0,3,0,3,2,2,2,0,12
6,1,1,301,230,71,0,0,0,0,301,301,0,0,0,0,0,294,1,6,0,0,0,0,300
6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,3,106,76,17,8,0,0,5,101,74,1,0,0,26,0,65,0,19,6,4,6,1,90
